Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
217.800 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 76.398 km, 490 km rækkevidde, El","Den populære ID.4 1st Pro 204 HK spækket med udstyr . . Bilen er under klargjort endnu. Nævneværdigt udstyr vi vil fremhæve. . ️ Batteri 77 kWh. ️ Elektrisk rækkevidde WLTP 490 km. ️ Alcantara sæder. ️ LED Forlygter Baglygter. ️ Digital instrumentering. ️ Adaptiv fartpilot. ️ Nøglefri start. ️ Psensor i for bag. ️ Apple CarPlay android auto. ️ 2 zone Klimaanlæg med airconditon. ️ Elektronisk parkeringsbremse. ️ Navigation. ️ Bakkamera. . Finansiering med og uden udbetaling. . Vi tager ALTID din nuværende bil i bytte. . Gør ligesom mange andre af vores kunder få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov. . ️️️️️ Vi har høj kundetilfredshed på Trustpilot. . Salgsafdeling har åben. Alle hverdage mellem 0900 1730. Lørdag Lukket. Søndag mellem 1100 1600. . Kontakt os. . Tlf. 70 70 17 77. hillerodbn.dk. Adresse. Falkevej 4A. 3400 Hillerød. . Chat med os på bn.dk. . Bjarne Nielsen Hillerød fokuserer på de to fremadstormende bilmærker Renault og Dacia. Derudover har vi altid mange topklargjorte brugte biler klar til hurtig levering Udvalget af nye personbiler strækker sig således fra Danmarks billigste biler fra Dacia til de populære biler fra Renault, ligesom du også finder et stort og fleksibelt udvalg af erhvervs og varebiler fra især Renault. Så kig ind til os i bilhuset på Falkevej vi er klar til at hjælpe dig. . Køb også din brugte bil online på bn.dk gratis levering i hele Danmark. . . skiltegenkendelse, DAB radio, lane assist, automatisk nødbremsesystem, Apple CarPlay, Android Auto, lev. nysynet, nysynet, airc., elruder, 4x elruder, fartpilot, isofix, fuldaut. klima, alu., tågelygter, ESP, ABS, navigation, alarm, startspærre, 2 zone klima, c.lås, fjernb. c.lås, elklapbare sidespejle, elspejle, elspejle mvarme, aut., AUX tilslutning, bakkamera, håndfrit til mobil, kørecomputer, lygtevasker, multifunktionsrat, parkeringssensor bag, servo, sædevarme, udv. temp. måler, dellæder, højdejust. førersæde, kopholder, læderrat, splitbagsæde, tonede ruder, motorkabinevarmer, 20 Alufælge, service ok, LED kørelys, armlæn, varme i rat, auto. nedbl. Bakspejl, fjernlysassistent, elklapbare sidespejle m. varme, adaptiv fartpilot, nøglefri betjening, parkeringssensor, automatisk lys, dæktryksmåler, bluetooth, varme i forrude, ikke ryger, parkeringssensor for, DAB radio, digitalt cockpit, bagagerumsdækken, fuld LED forlygter, infocenter, musikstreaming via bluetooth, træthedsregistrering, regnsensor","Hillerød, Nordsjælland",id1242,Detaljer,"Falkevej 4A, 3400 Hillerød",CVR-nr.: 31943140,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6348598,6348598
279.900 kr.,VW ID.4Pro Performance 5d,"4/2022, 35.000 km, 514 km rækkevidde, El","️ID.4 Pro Performance. . ️BLUE DUSK METALLIC. . ️480 km i WLTP rækkevidde . . ️ OPLADNING MOTOR Op til 11 KW AC 135 KW DC, 77 kWh batteri netto CCS ladedåse til europæiske ladenetværk inkl. lynladere. . . ️Highlights . Bakkamera. Headup display med Augmented Reality. Multifunktionslæderrat med varme. Panoramaglastag i mørkt glas med elektrisk solgardin. Lane Assist. Navigation Discover Pro. LED Matrix forlygter IQ.Light. . . ️Vi tilbyder . Kontant køb . Finansiering . . ️Kontakt os gerne for tilbud . ️97 26 87 77 . salgvwherning.dk . . ️GOsafee Garanti tilbydes Nordens førende mest omfattende brugtvognsgaranti. . 24 mdr. kr. 6.375, . 36 mdr. kr. 8.250, . 48 mdr. kr. 10.125, . . ️UDSTYR . aut., 21 alufælge, 2 zone klima, fuldaut. klima, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, udv. temp. måler, auto. nedbl. bakspejl, højdejust. forsæder, højdejust. førersæde, regnsensor, soltag, elruder, elklapbare sidespejle, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, bagagerumsdækken, isofix, kopholder, dellæder, splitbagsæde, læderrat, fuld led forlygter, led kørelys, airbag, vognbaneassistent, 1 ejer, ikke ryger, service ok. . ️ VI TILBYDER . Bilen kan leveres med 1 måneds gratis Volkswagen Forsikring . Fornuftig billig finansiering via Volkswagen Financial Services kontakt os gerne for beregning . . For fremvisning, ring gerne i forvejen. . . Velkommen hos Auto Group Nordvest Herning . . Vi tager forbehold for fejl.","Herning, Vestjylland",id2763,Detaljer,"Tjelevej 16-20,  Tjørring, 7400 Herning",CVR-nr.: 37646962,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6318223,6318223
279.900 kr.,VW ID.4Pro Performance 5d,"4/2022, 35.000 km, 514 km rækkevidde, El","️ID.4 Pro Performance. . ️BLUE DUSK METALLIC. . ️480 km i WLTP rækkevidde . . ️ OPLADNING MOTOR Op til 11 KW AC 135 KW DC, 77 kWh batteri netto CCS ladedåse til europæiske ladenetværk inkl. lynladere. . . ️Highlights . Bakkamera. Headup display med Augmented Reality. Multifunktionslæderrat med varme. Panoramaglastag i mørkt glas med elektrisk solgardin. Lane Assist. Navigation Discover Pro. LED Matrix forlygter IQ.Light. . . ️Vi tilbyder . Kontant køb . Finansiering . . ️Kontakt os gerne for tilbud . ️97 26 87 77 . salgvwherning.dk . . ️GOsafee Garanti tilbydes Nordens førende mest omfattende brugtvognsgaranti. . 24 mdr. kr. 6.375, . 36 mdr. kr. 8.250, . 48 mdr. kr. 10.125, . . ️UDSTYR . aut., 21 alufælge, 2 zone klima, fuldaut. klima, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, udv. temp. måler, auto. nedbl. bakspejl, højdejust. forsæder, højdejust. førersæde, regnsensor, soltag, elruder, elklapbare sidespejle, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, bagagerumsdækken, isofix, kopholder, dellæder, splitbagsæde, læderrat, fuld led forlygter, led kørelys, airbag, vognbaneassistent, 1 ejer, ikke ryger, service ok. . ️ VI TILBYDER . Bilen kan leveres med 1 måneds gratis Volkswagen Forsikring . Fornuftig billig finansiering via Volkswagen Financial Services kontakt os gerne for beregning . . For fremvisning, ring gerne i forvejen. . . Velkommen hos Auto Group Nordvest Herning . . Vi tager forbehold for fejl.","Herning, Vestjylland",id2763,Detaljer,"Tjelevej 16-20,  Tjørring, 7400 Herning",CVR-nr.: 37646962,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6318223,6318223
228.800 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 42.500 km, 490 km rækkevidde, El","Den populære ID.4 med Alcantara læderkabine. . Batteri 77 kWh . Elektrisk rækkevidde 490 km . Ladetid hjemme med ladeboks 0 100 ca. 7 timer . Ladetid ude ved fuld effekt 10 80 på ca. 25 min. Maksimal ladeeffekt 125 kWh . . Nævneværdigt udstyr vi vil fremhæve. ️ Forvarmning af bilen via app styring. ️ Alcantara sæder. ️ LED Forlygter Baglygter. ️ Digital instrumentering. ️ Adaptiv fartpilot. ️ Nøglefri start. ️ Psensor i for bag. ️ Bakkamera. ️ Apple CarPlay android auto. ️ 2 zone Klimaanlæg med airconditon. ️ Elektronisk parkeringsbremse. ️ Navigation. . Finansiering med og uden udbetaling. . Vi tager ALTID din nuværende bil i bytte. . Gør ligesom mange andre af vores kunder få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov. . ️️️️️ Vi har høj kundetilfredshed på Trustpilot. . Salgsafdeling har åben. Alle hverdage mellem 0900 1730. Lørdag Lukket. Søndag mellem 1100 1600. . Kontakt os. . Tlf. 70 70 17 77. hillerodbn.dk. Adresse. Falkevej 4A. 3400 Hillerød. . Chat med os på bn.dk. . Bjarne Nielsen Hillerød fokuserer på de to fremadstormende bilmærker Renault og Dacia. Derudover har vi altid mange topklargjorte brugte biler klar til hurtig levering Udvalget af nye personbiler strækker sig således fra Danmarks billigste biler fra Dacia til de populære biler fra Renault, ligesom du også finder et stort og fleksibelt udvalg af erhvervs og varebiler fra især Renault. Så kig ind til os i bilhuset på Falkevej vi er klar til at hjælpe dig. . Køb også din brugte bil online på bn.dk gratis levering i hele Danmark. . . skiltegenkendelse, DAB radio, lane assist, automatisk nødbremsesystem, Apple CarPlay, Android Auto, lev. nysynet, nysynet, airc., elruder, 4x elruder, fartpilot, isofix, fuldaut. klima, alu., tågelygter, ESP, ABS, navigation, alarm, startspærre, 2 zone klima, c.lås, fjernb. c.lås, elklapbare sidespejle, elspejle, elspejle mvarme, aut., AUX tilslutning, bakkamera, håndfrit til mobil, kørecomputer, lygtevasker, multifunktionsrat, parkeringssensor bag, servo, sædevarme, udv. temp. måler, dellæder, højdejust. førersæde, kopholder, læderrat, splitbagsæde, tonede ruder, motorkabinevarmer, 20 Alufælge, service ok, LED kørelys, armlæn, varme i rat, auto. nedbl. Bakspejl, fjernlysassistent, elklapbare sidespejle m. varme, adaptiv fartpilot, nøglefri betjening, parkeringssensor, automatisk lys, dæktryksmåler, bluetooth, varme i forrude, ikke ryger, parkeringssensor for, DAB radio, digitalt cockpit, bagagerumsdækken, fuld LED forlygter, infocenter, musikstreaming via bluetooth, træthedsregistrering","Hillerød, Nordsjælland",id1242,Detaljer,"Falkevej 4A, 3400 Hillerød",CVR-nr.: 31943140,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6348542,6348542
249.900 kr.,VW ID.4Business Performance 5d,"9/2021, 76.000 km, 516 km rækkevidde, El","VW ID.4 PRO PERFORMANCE 1ST. . UDSTYR DER ER VÆRD AT BEMÆRKE.. . BAKKAMERA. KEYLESS ADVANCED. BICOLOR TAGLAKERING. 20 ALUFÆLGE. CCS. 2ZONET KLIMA. PARKERINGSSENSOR FOR BAG. LANE ASSISTEN. ADAPTIVFARTPILOT. APPLE CARPLAY ANDRIOD AUTO. MATRIX IQ LED FORLYGTER. DAB RADIO. TRÅDLØS MOBILOPLADNING. . Med en opgivet rækkevidde på op til 504 km WLTP . . Hos Sølvsten tilbyder vi altid. . Attraktive finansieringsmuligheder både med og uden udbetaling . Skarpe forsikringstilbud . Vi byder på alle biler Uanset alder, kilometer og mærke . . Kontakt eller besøg os her . 87 25 51 00 . www.soelvsten.dk. kontaktsoelvsten.dk","Skive, Vestjylland",id2826,Detaljer,"Katkjærvej  10, 7800 Skive",CVR-nr.: 28109997,https://www.bilbasen.dk/brugt/bil/vw/id4/business-performance-5d/6173452,6173452
279.800 kr.,VW ID.4Max Performance 5d,"7/2021, 52.000 km, 509 km rækkevidde, El","VW ID.4 Max Performance VW ID.4 har i gennem sin tid været en af danskernes favorit elektriske SUV Det er en bil som skal opleves.. . Tekniske oplysninger. Batterikapacitet 77 kWh. Rækkevidde 512 km v. blandet kørsel WLTP. Ladeeffekt 11 kW AC 170kw DC. Ladetid AC 7t 30 min 0100 DC 35 min 1080. Grøn ejerafgift 390 kr. halvårligt. . Highlights. ️ Elektrisk Svingbart Træk. ️ Varmepumpe. ️ Glastag. ️ Head Up Display. ️ IQMatrix LED Forlygter LED Baglygter. ️ Adaptiv Fartpilot . ️ Elektrisk Bagklap. ️ 360 kamera med Psensor for bag. ️ Elektriske sæder foran m. Memory. ️ 12 Touchskærm m. Navi, Apple Car Play Android Auto. ️ Bilen står på 19 Vinterhjul . . Øvrigt udstyr. Adaptiv fartpilot, dette giver dig en komfortabel og afslappende tur fra A til B, HeadUp Display Hold fokus på vejen med vigtig information lige i synsfeltet, Fantastisk lys med IQ Matrixforlygter LED baglygter, Soltag Bring naturen ind i kabinen og lad lyset strømme ind, Parkeringshjælp 360 Kamera m. Parkeringssensorer for og bag, så Parkering bliver en leg med fuldt overblik over dine omgivelser, Varme i Forrude Farvel til is og dug, altid klar til afgang, Varme i Rattet og Sæder foran Kør med stil og komfort, selv på kølige dage, Assistentsystemer Blindvinkel Assistent, Lane Assist, Træthedsassistent, Skiltegenkendelse og Nødbremsesystem, Digital instrumentering, som er brugervenligt enkelt, der endda kan tilpasses med alt vigtig information, 12 Touchskræm med indbygget navigation, Apple Carplay Android Auto, 19 Originale VW Alufælge, Automatisk opnedblænding, Tonede ruder, Tågelygter, Armlæn, Bagagerumsdækken, Højdejusterbart førersæde, Højdejusterbart passagersæde, Justerbart rat, Kopholder, Splitbagsæde, Stofindtræk og dellæder kabine, ABS, Airbag, Antispin, Dæktrykssensor, ESP, Isofix, Lyssensor, Selealarm, Selestrammer, Startspærre, Ikke ryger, Service OK. . Bemærk bilen er importeret, hvorved udstyr i nogle tilfælde kan afvige fra Danske udstyrsversioner.. . Hos Via Biler har du altid mulighed for. Attraktive finansieringsmuligheder både med og uden udbetaling. Skarpe forsikringstilbud. Vi byder på alle biler Uanset alder, kilometer og mærke. . Kontakt eller besøg os her. 86 75 46 00. www.viabiler.dk. 5010fmviabiler.dk. Vintervej 11, 8210 Aarhus V.","Aarhus V, Østjylland",id11002,Detaljer,"Vintervej 11, 8210 Aarhus V",CVR-nr.: 44883112,https://www.bilbasen.dk/brugt/bil/vw/id4/max-performance-5d/6318055,6318055
244.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 23.000 km, 490 km rækkevidde, El","VW ID.4 1st Pro Performance i den stilhulde Glacier White lakering . Der er mulighed for at eftermontere anhængertræk, hvorefter bilen må trække 1.000 kg. . Elbilsspecifikationer . 77 kWh batteri.. 490 km WLTP rækkevidde.. 204 hestekræfter. . 11 kW AC opladning.. 125 kW DC opladning.. . Udstyr i hovedtræk . Apple Carplay.. Adaptiv fartpilot.. Parkeringssensorer for bag.. Nøglefri betjening.. Varme i rat og forsæder.. LED lygter . og meget, meget mere.. OBS Importbil, udstyr kan afvige fra dansk standard. . . Kontakt os for et attraktivt tilbud på finansiering og forsikring. . Vi tager din brugte bil i bytte.. ️ Vi tilbyder at tegne udvidet garanti via Fragus. . httpswww.nellemann.dk. . . db. airbags, nøglefri betjening, airbag, fartpilot, sædevarme, parkeringssensor bag, tonede ruder, skiltegenkendelse, navigation, startspærre, fjernb. c.lås, bakkamera, multifunktionsrat, højdejust. førersæde, læderrat, 20 Alufælge, armlæn, elklapbare sidespejle m. varme, dæktryksmåler, stofindtræk, træthedsregistrering, c.lås, parkeringssensor, parkeringssensor for, kørecomputer, infocenter, auto. nedbl. Bakspejl, udv. temp. måler, 4x elruder, elspejle, adaptiv fartpilot, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, Android Auto, Apple CarPlay, fuld LED forlygter, varme i rat, digitalt cockpit, ABS, ESP, servo, aut., airc.","Valby, København",id1132,Detaljer,"Gammel Køge Landevej 105, 2500 Valby",CVR-nr.: 18036800,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6256749,6256749
279.990 kr.,VW ID.4Pro Active 5d,"7/2023, 21.836 km, 531 km rækkevidde, El","Super fin Id.4 Pro Active Ekstra udstyr fra fabrikken 77 KWh batteripakke netto Interiørpakke Style Plus Grey 19 letmetalfælge Hamar Multimediapakke Teknikpakke uden varmepumpe ErgoActive sæder foran med eljustering, memory funktion samt længdejustering Multifunktionslæderrat med varme køreprofilindstilling Nøglefri betjening advanced Lane assist Navigation Discover pro parkeringssensorer forbag infotainment med 10 Touchskærm Led forlygter m.led dagskørelys Front assist inkl. city emergency brake med fodgænger og cykel overvågning Regnsensor Adaptiv fartpilot, aut., 19 alufælge, fjernb. c.lås, fartpilot, kørecomputer, infocenter, fuldaut. klima, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, højdejust. forsæder, højdejust. førersæde, el indst. forsæder, el indst. førersæde m. memory, el indst. førersæde, 4x elruder, elruder, elspejle, elklapbare sidespejle, automatisk parkerings system, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, navigation, multifunktionsrat, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, usb tilslutning, bagagerumsdækken, dellæder, stofindtræk, kopholder, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, antispin, vognbaneassistent, ikke ryger, service ok","Ringkøbing, Vestjylland",id2771,Detaljer,"Enghavevej 21, 6950 Ringkøbing",CVR-nr.: 30098315,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-active-5d/6371683,6371683
279.990 kr.,VW ID.4Pro Active 5d,"7/2023, 22.045 km, 531 km rækkevidde, El","Super fin Id.4 Pro Active Ekstra udstyr fra fabrikken 77 KWh batteripakke netto Interiørpakke Style Plus Grey 19 letmetalfælge Hamar Multimediapakke Teknikpakke uden varmepumpe ErgoActive sæder foran med eljustering, memory funktion samt længdejustering Multifunktionslæderrat med varme køreprofilindstilling Nøglefri betjening advanced Lane assist Navigation Discover pro parkeringssensorer forbag infotainment med 10 Touchskærm Led forlygter m.led dagskørelys Front assist inkl. city emergency brake med fodgænger og cykel overvågning Regnsensor Adaptiv fartpilot, aut., 19 alufælge, fjernb. c.lås, fartpilot, kørecomputer, infocenter, fuldaut. klima, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, højdejust. forsæder, højdejust. førersæde, el indst. forsæder, el indst. førersæde m. memory, el indst. førersæde, 4x elruder, elruder, elspejle, elklapbare sidespejle, automatisk parkerings system, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, navigation, multifunktionsrat, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, usb tilslutning, bagagerumsdækken, dellæder, stofindtræk, kopholder, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, antispin, vognbaneassistent, ikke ryger, service ok","Ringkøbing, Vestjylland",id2771,Detaljer,"Enghavevej 21, 6950 Ringkøbing",CVR-nr.: 30098315,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-active-5d/6371684,6371684
239.000 kr.,VW ID.4Pro Performance 5d,"9/2021, 77.000 km, 509 km rækkevidde, El","𝟑 𝐙𝐨𝐧𝐞𝐭 𝐊𝐥𝐢𝐦𝐚, 𝐁𝐚𝐤𝐤𝐚𝐦𝐞𝐫𝐚, 𝐒𝐯𝐢𝐧𝐠𝐛𝐚𝐫 𝐊𝐫𝐨𝐠, 𝐒𝐭𝐲𝐥𝐞𝐊𝐚𝐛𝐢𝐧𝐞, 𝐕𝐚𝐫𝐦𝐞𝐩𝐮𝐦𝐩𝐞 . . 𝐀𝐥𝐭𝐢𝐝 𝐛𝐫𝐞𝐝𝐭 𝐮𝐝𝐯𝐚𝐥𝐠 𝐚𝐟 𝐞𝐥𝐛𝐢𝐥𝐞𝐫 . Find alle vores VW ID.4er samt andre elbiler på www.autos.dk ️. ______________________. 𝗛𝗶𝗴𝗵𝗹𝗶𝗴𝗵𝘁𝘀 ekstraudstyr. Svingbar trækkrog. ASSISTENTPAKKE. IQLight Matrix Lygter. Keyless Advanced. Bakkamera. 3 Zonet Klimaanlæg. Style Kabine. Ratvarme. Navigation Apple CarplayAndroid Auto. 𝑽𝑨𝑹𝑴𝑬𝑷𝑼𝑴𝑷𝑬 ️ Skandinavisk opsætning af varmesystemet i modsætning til biler syd for grænsen. ______________________. Supplerende udstyrsdetaljer. Mulighed for kabinevarmer med timerfunktion og fjernstyring via VW App. 19 Alufælge. ASSISTENTPAKKE. Adaptiv Fartpilot. LaneAssist. Vejskiltegenkendelse. Nødbremseassistent m. fodgænger og cyklist genkendelse. Ambiente belysning. Mørk himmel i kabinen. DAB radio. USBC tilslutning. Sædevarme 3trins justerbar. Varme i rattet. PDC Parkeringssensor foran bag. MultifunktionsLæderrat 3eget. Infocenter Kørecomputer. Kopholdere. Højdejust. forsæder. Apple CarplayAndroid Auto. Armlæn foran og bag. Elruder foran og bag. Splitbagsæde Isofixbeslag til barnestole. KomfortblinkfunktionHvide blink. RegnsensorLyssensor. Elektrisk indklappeligejusterbare sidespejle m. varme. Elektrisk håndbremse. DriveModeSelect Eco, Comfort, Sport, Individual. ________________________. Grunddata Historik. VW ID.4 Pro Performance. 1.reg.dato 29.09.2021. Farver Mangangrau Dellæder Style BrownBlack. _______________________. . 𝐍𝐮𝐦𝐦𝐞𝐫𝐩𝐥𝐚𝐝𝐞𝐫 inkluderet i bilens annoncerede pris. 𝐆𝐫𝐚𝐭𝐢𝐬 Klargøringsomkostninger på alle detailbiler. Professionel kosmetisk klargjort bil, selvom du ikke betaler for det.. 𝐅𝐢𝐧𝐚𝐧𝐬𝐢𝐞𝐫𝐢𝐧𝐠 både med og uden udbetaling, TIL GODE VILKÅR.. 𝐆𝐨𝐒𝐚𝐟𝐞 𝐓𝐫𝐲𝐠𝐡𝐞𝐝𝐬𝐩𝐚𝐤𝐤𝐞 Garantidækning 1248 mdr.200.000km Priser man IKKE bør sige nej til. 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 fremvisning og Facetime Videogennemgang. 𝐒𝐞𝐫𝐯𝐢𝐜𝐞𝐚𝐟𝐭𝐚𝐥𝐞 Landsdækkende kan tilbydes til denne bil.. . 𝐋𝐞𝐯𝐞𝐫𝐢𝐧𝐠 𝐭𝐢𝐥 𝐝𝐢𝐧 𝐚𝐝𝐫𝐞𝐬𝐬𝐞 med autotransport Jylland kr. 1.499, SjællandBrofaste øer kr. 1.995, Lev.tid 45 arbejdsdage fra betalingindregistrering. Evt byttebil tages med retur af transportselskabet.. _______________________. 𝐊𝐨𝐧𝐭𝐚𝐤𝐭 𝐨𝐬 𝐢𝐝𝐚𝐠. Autos.dk AS 82 82 82 05 www.autos.dk salgautos.dk Priorsvej 7A 8600 Silkeborg. Åbningstider. Mandagfredag 09.0017.00. Lørdag Lukket.. Søndag 11.0014.00. . 𝐈𝐧𝐝𝐞𝐧 𝐛𝐞𝐬𝐢𝐠𝐭𝐢𝐠𝐞𝐥𝐬𝐞 er det altid en god idé at ringe i forvejen, så vi sikrer du ikke kører forgæves. . . ️ 𝐃𝐞𝐫 𝐭𝐚𝐠𝐞𝐬 𝐟𝐨𝐫𝐛𝐞𝐡𝐨𝐥𝐝 𝐟𝐨𝐫 𝐟𝐞𝐣𝐥 𝐨𝐠 𝐦𝐚𝐧𝐠𝐥𝐞𝐫 𝐢 𝐚𝐧𝐧𝐨𝐧𝐜𝐞𝐧, samt mellemsalg og ændringer uden varsel.","Silkeborg, Østjylland",id12213,Detaljer,"Priorsvej 7, 8600 Silkeborg",CVR-nr.: 39030152,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6351024,6351024
179.900 kr.,VW ID.4Pure Performance 5d,"6/2021, 55.000 km, 343 km rækkevidde, El","BLACK NOVEMBER BESPARELSE ..20.000, KR. FÅ GRATIS INSTALLATIONS LADELØSNING MED I PRISEN PÅ ALLE ELHYBRID BILER . VW ID.4 PURE PERFORMANCE . . UDSTYR DER ER VÆRD AT BEMÆRKE.. . SKILTEGENKENDELSE. LANEASSIST. PARKERINGSSENSORER. MULTIFUNKTIONSRAT. LED KØRELYS. APPLE CARPLAYANDROIDAUTO. HASTIGHEDSBEGRÆNSER. FRONT ASSIST. TOUCHSKÆRM M. NAVI PRO. STEMMEBETJENING. . BILEN HAR EN ELEKTRISK RÆKKEVIDDE PÅ 343KM. . Hos Sølvsten tilbyder vi altid. . Attraktive finansieringsmuligheder både med og uden udbetaling . Skarpe forsikringstilbud . Vi byder på alle biler Uanset alder, kilometer og mærke . . Kontakt eller besøg os her . 87 25 51 00 . www.soelvsten.dk. kontaktsoelvsten.dk","Viborg, Østjylland",id2590,Detaljer,"Lundborgvej  12, 8800 Viborg",CVR-nr.: 27365698,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6349349,6349349
234.700 kr.,VW ID.4Pure 5d,"8/2022, 10.000 km, 343 km rækkevidde, El","Så har vi her et knald godt tilbud på en ID.4 Pure, som er fantastisk godt udstyret. Bilen har en 148 HK elmotor med en batterikapacitet på 52 KWh, hvilket giver dig en WLTP rækkevidde på 345 km.. . Af ekstraudstyr finder du i denne ID.4. Multimediapakke Plus Nypris kr. 35.192,. Navigation Discover Pro m. 12 touchskærm. Headup Display med Augmented Reality. Mobiltelefonforberedelse Comfort med induktiv opladning. . Designpakke. Ambientbelysning mellem forlygterne. Dynamic Light Assist. LED baglygter med 3D effekt og dynamisk blinklys. LED Matrix forlygter IQ light. Lyddæmpende for og sideruder. . Assistentpakke plus. Adaptiv fartpilot. El bagklap. Bakkamera 365 grader Area View. Belyste dørhåndtag. Blind spot sensor . Car2x. Memory funktion. Park Assist Pro. PreCrash. Travel assist, Lane Assist, Traffic jam Assist, Emergency Assist. . Herudover er der. LED for Bag. Automatisk lystænding. El klapbar spejle med varme samt 4x elruder. Parkeringssensor for bag. Fuldautomatisk klimaanlæg. Appconnect. m.m.. . Vi samarbejder med Volkswagen Semler Finans og Santander, så vi kan tilbyde dig super attraktiv finansiering med eller uden udbetaling.. Kontakt os for at høre nærmere om mulighederne på den pågældende bil . . Hvorfor vælge os . Vi er en af Danmarks ældste Volkswagen forretninger med en grundlæggelse af Ernst Hartmann i september 1949.. Vores salgsafdeling er specialuddannede i mærket og til at yde dig den bedste rådgivning, så du føler dig tryg, og får opfyldt præcis dine behov, når du skal vælge din nye bil. . . ÅBNINGSTIDER I SALGSAFDELINGEN. Mandag Fredag 0900 1700. Søndag 1300 1600. . Vi glæder os til at se dig hos. ‍️ Next Mobility Haderslev Så ved jeg, at det blir en go dag ‍️","Haderslev, Syd- og Sønderjylland",id2034,Detaljer,"Hirsevej 1, 6100 Haderslev",CVR-nr.: 27918395,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6348359,6348359
